CountyName,yw,weeklyCasesSum,weeklyCases,PopulationCensus16
Clare,2021-09-26,5976.537748927222,33.30451751132114,118817
Clare,2021-10-03,6144.863830211886,-9.017468640251536,118817
Clare,2021-10-10,6369.338682896507,38.83523161067842,118817
Clare,2021-10-17,6714.166683699663,64.20437671857871,118817
Clare,2021-10-24,7089.052913303652,-90.2949193177028,118817
Clare,2021-10-31,7511.791843158566,17.794471450092715,118817
Clare,2021-11-07,8010.517975421987,28.134502157581665,118817
Clare,2021-11-14,8594.489244564571,9.257934470655528,118817
Clare,2021-11-21,9170.765607134139,-92.94004345217854,118817
Clare,2021-11-28,9764.595975323393,25.248912192701937,118817
Clare,2021-12-05,10344.359092433857,-31.621256698475918,118817
Clare,2021-12-12,10835.991482700285,-5.320306497745605,118817
Clare,2021-12-19,11433.549071260843,24.707864074282952,118817
Clare,2021-12-26,12541.134686113943,123.11850516821414,118817
Clare,2022-01-02,15169.305979543571,383.6632324138295,118817
Clare,2022-01-09,18079.90439078583,92.63946116416628,118817
Clare,2022-01-16,21112.659443874672,4.057860888114192,118817
Clare,2022-01-23,23708.2476172842,-236.79872649296476,118817
Clare,2022-01-30,25606.605115429615,-554.4540884601602,118817
Clare,2022-02-06,26404.230274888527,-345.789864124783,118817
Clare,2022-02-13,27103.02397805027,-55.247024535938635,118817
Clare,2022-02-20,27689.039206751313,81.09710130465373,118817
Clare,2022-02-27,28226.720803540615,162.22426083809296,118817
Clare,2022-03-06,28943.910142728484,402.3293924991476,118817
Clare,2022-03-13,30015.786581766184,292.5266826897114,118817
Clare,2022-03-20,30973.081052615114,-469.2690680386004,118817
Clare,2022-03-27,31664.660780864684,-151.13277441059108,118817
Clare,2022-04-03,32094.0125210558,3.4867545409069862,118817
Clare,2022-04-10,32301.17383395113,40.037560762666544,118817
Clare,2022-04-17,32461.444309917144,175.29959036647415,118817
Clare,2022-04-24,32622.67664920484,47.85270025099453,118817
Clare,2022-05-01,32642.755546043813,-142.11530577040685,118817
Clare,2022-05-08,32207.392160092513,-314.28884034154544,118817
Clare,2022-05-15,31905.607542932186,589.0210515812432,118817
Clare,2022-05-22,31592.400798827486,-145.0008957353457,118817
Clare,2022-05-29,31541.301809866072,273.52988208765964,118817
Clare,2022-06-05,31487.076765109385,-265.23381093856005,118817
Clare,2022-06-12,31472.288116539356,42.5624519819321,118817
Clare,2022-06-19,31548.155086032642,51.219221876657684,118817
Clare,2022-06-26,31850.180169023428,135.5024954341825,118817
Clare,2022-07-03,32192.603511522513,-185.75985398919875,118817
Clare,2022-07-10,32530.21753741347,-45.207576116426935,118817
